,S1701_C01_001E,S2201_C01_001E,S0101_C01_024E,S0101_C01_022E,S0101_C01_028E,S0101_C02_032E,S2301_C01_001E,B01001_001E,B25001_001E,B25002_001E,B25004_001E,B25005_001E,B25048_001E,B25052_001E,B25006_001E,B25007_012E,B25041_003E,B25041_004E,B25041_005E,B25041_006E,B25041_007E,B25019_001E,B06011_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,2018
290,192847,74937,83251,47291,41458,-888888888,157181,199801,82549,82549,7612.0,7612.0,74937,74937.0,74937.0,24273,6927,21136,28781,18189,5244,503894,29485.0,9999.0,33851.0,47166.0,22202.0,11851.0,9818069.0
291,169577,59863,63514,44725,46419,-888888888,132037,171700,71349,71349,35586.901162790695,11486.0,59863,59863.0,59863.0,17183,3725,15925,29101,12533,9458,439466,27778.0,7572.0,24883.0,44993.0,21597.0,13386.0,5550054.0
292,118563,46816,48820,27620,30270,-888888888,102650,126991,54038,54038,7222.0,7222.0,46816,46816.0,292610.1221590909,15418,6347,16362,22402,6237,1655,317887,28847.0,9193.0,34255.0,25217.0,13785.0,5440.0,5510648.0
293,2745979,1137478,1071329,620855,662672,-888888888,2254571,2804724,1262336,1262336,124858.0,124858.0,1137478,1137478.0,1137478.0,359888,129321,342635,500060,220699,49542,7615007,32834.0,151201.0,500722.0,619834.0,401242.0,277938.0,150857645.0
294,420301,150729,172792,105205,96783,-888888888,338174,432102,159836,159836,9107.0,9107.0,150729,150729.0,150729.0,60751,12395,45788,72278,21367,4087,910388,27470.0,39526.0,73017.0,101521.0,46017.0,23627.0,16772148.0
295,418664,126299,180834,114103,83363,-888888888,333147,435594,142414,142414,16115.0,16115.0,126299,126299.0,126299.0,61503,16748,37983,53879,22515,4283,726011,28746.0,76675.0,58339.0,73835.0,40932.0,28128.0,26821031.0
296,267624,106198,116493,49675,77677,-888888888,240351,284010,122971,122971,16773.0,16773.0,106198,106198.0,106198.0,41118,11241,36842,53366,15170,2913,657273,32089.0,16942.0,37705.0,69441.0,41426.0,24565.0,16352453.0
297,261414,94994,116088,52617,63875,-888888888,227759,274255,106718,106718,11724.0,11724.0,94994,94994.0,94994.0,37907,13391,33901,40137,12745,2225,548116,32252.0,24755.0,27506.0,55971.0,42071.0,30470.0,13837794.0
298,147907,62707,49518,26881,48548,-888888888,126083,150056,73463,73463,10756.0,10756.0,62707,62707.0,62707.0,18075,6629,20579,34818,8475,1328,388582,32428.0,13029.0,27867.0,27133.0,21263.0,22902.0,5864721.0
299,426201,146224,196069,99331,93302,-888888888,358433,446527,158315,158315,12091.0,12091.0,146224,146224.0,146224.0,69620,22219,45227,54897,24082,5370,824565,29344.0,51380.0,52227.0,77140.0,55568.0,40852.0,27671513.0
300,493293,187434,184531,98257,134385,-888888888,413471,499942,205247,205247,17813.0,17813.0,187434,187434.0,187434.0,72190,23882,62274,76058,31915,5599,1094336,35380.0,40409.0,65771.0,124337.0,79289.0,51071.0,28320010.0
301,377112,142909,164040,88800,77566,-888888888,310093,389494,163292,163292,20383.0,20383.0,142909,142909.0,142909.0,56498,15130,34548,80413,23725,7725,983498,30075.0,24402.0,72249.0,83971.0,46870.0,33728.0,19364843.0
302,534566,227731,200550,111070,152608,-888888888,458257,555485,264517,264517,36786.0,36786.0,227731,227731.0,227731.0,74083,25643,58701,124787,39694,10378,1618404,27156.0,37528.0,152591.0,105585.0,64041.0,36901.0,25843112.0
303,3880472,1526210,1697371,846677,760035,-888888888,3182183,3939363,1617428,1617428,91218.0,91218.0,1526210,1526210.0,1526210.0,614200,224494,383029,532168,313297,87333,9211505,41881.0,195671.0,530239.0,835499.0,742826.0,465479.0,364163878.0
304,156228,57636,40749,25217,67498,-888888888,133911,157413,81037,81037,23401.0,23401.0,57636,57636.0,57636.0,10101,4720,26210,38887,9352,1602,472329,26174.0,14094.0,32187.0,40474.0,23478.0,13431.0,5735179.0
305,104015,40573,29952,18396,45206,-888888888,89467,105424,55760,55760,15187.0,15187.0,40573,40573.0,292610.1221590909,8675,5983,23930,20927,3217,607,277350,22193.0,10657.0,30499.0,24807.0,8725.0,4971.0,2456909.0
306,112476,46308,42046,25182,28484,-888888888,93193,115456,51352,51352,35586.901162790695,5044.0,46308,46308.0,46308.0,13106,3581,13745,24110,7371,1965,314079,35143.0,5518.0,28207.0,27896.0,12823.0,6598.0,6687709.0
307,131708,48963,49814,31346,31365,-888888888,106706,133991,56735,56735,7772.0,7772.0,48963,48963.0,48963.0,16167,3863,14812,27980,6831,1889,341082,27959.0,9183.0,26797.0,35438.0,11880.0,7221.0,4797618.0
308,428522,171540,170476,104676,99740,-888888888,342831,436341,204144,204144,32604.0,32604.0,171540,171540.0,171540.0,65989,21484,45941,102769,27358,3501,1127019,24376.0,38500.0,101063.0,84573.0,45387.0,23232.0,20954042.0
309,119305,49751,44869,27247,38672,-888888888,102489,126770,61318,61318,11567.0,11567.0,49751,49751.0,49751.0,14049,4097,15091,27133,12281,1048,351985,24579.0,11136.0,22049.0,36044.0,11563.0,7776.0,4416290.0
310,165672,65930,64790,43485,37933,-888888888,129527,169354,71056,71056,5126.0,5126.0,65930,65930.0,65930.0,20997,6835,20110,25487,12902,4477,447101,31781.0,12722.0,35233.0,38575.0,17497.0,8036.0,7588542.0
311,258339,102650,107656,69149,50503,-888888888,203804,266100,111652,111652,9002.0,9002.0,102650,102650.0,102650.0,33829,10897,30276,35543,21752,9933,692278,32396.0,11560.0,45639.0,57911.0,40942.0,18214.0,18055887.0
312,309987,128578,124624,75119,75972,-888888888,255702,322424,143517,143517,14939.0,14939.0,128578,128578.0,128578.0,38750,13681,37814,59141,25484,4574,867462,28661.0,22479.0,64192.0,63737.0,38448.0,25620.0,13686478.0
313,333222,127652,130389,78188,77978,-888888888,271060,341298,145544,145544,17892.0,17892.0,127652,127652.0,127652.0,37318,7844,33252,76999,20456,5304,860827,26372.0,30494.0,73880.0,73809.0,34395.0,19313.0,14141191.0
314,203003,88301,76504,45780,52246,-888888888,167733,207676,97663,97663,9362.0,9362.0,88301,88301.0,88301.0,27712,7804,27947,43175,14640,3069,593771,34448.0,10781.0,41163.0,45225.0,29645.0,18214.0,10860466.0
315,594692,237580,257695,124706,147689,-888888888,522928,631761,257938,257938,20358.0,20358.0,237580,237580.0,237580.0,91567,31647,69734,100417,38781,9886,1453567,28867.0,53817.0,115878.0,112566.0,78050.0,60390.0,30723387.0
316,451142,192513,188690,105793,105864,-888888888,373926,468126,205574,205574,13061.0,13061.0,192513,192513.0,192513.0,73200,16799,51919,87691,25777,11166,1165656,26202.0,28906.0,91600.0,105545.0,49521.0,32723.0,17945788.0
317,130902,55327,48422,30121,35238,-888888888,108194,134585,61307,61307,5980.0,5980.0,55327,55327.0,55327.0,19269,5262,18668,26812,8394,1350,360708,27165.0,11062.0,31732.0,31858.0,11920.0,5762.0,4293412.0
318,144003,58514,83525,24527,31484,-888888888,140974,162805,67155,67155,8641.0,8641.0,58514,58514.0,58514.0,21542,8431,13842,27682,11511,3095,397194,26019.0,5240.0,28321.0,18596.0,23042.0,22748.0,7899910.0
319,116723,50045,43070,24775,34839,-888888888,100719,123007,55170,55170,5125.0,5125.0,50045,50045.0,50045.0,15916,3389,14051,26240,9205,1704,335138,28781.0,11437.0,34146.0,21711.0,14277.0,8265.0,4766582.0
320,735733,231917,310768,204316,138313,-888888888,571146,752660,245561,245561,13644.0,13644.0,231917,231917.0,231917.0,105439,20227,57005,97772,50407,13620,1370230,29768.0,94407.0,146372.0,149489.0,58966.0,26390.0,29553515.0
321,103395,40396,41657,25144,23793,-888888888,84264,106512,48282,48282,7886.0,7886.0,40396,40396.0,40396.0,15206,2192,8431,27606,8254,1509,290757,24608.0,10425.0,20687.0,25548.0,9148.0,5131.0,4436732.0
322,558725,229018,226291,126180,133347,-888888888,461098,573527,249137,249137,20119.0,20119.0,229018,229018.0,229018.0,80536,27319,63231,80741,52674,19505,1530929,29204.0,26037.0,93450.0,156376.0,76781.0,42143.0,25754206.0
323,621498,257443,250758,135924,157647,-888888888,532143,650502,296359,296359,38916.0,38916.0,257443,257443.0,257443.0,82115,33842,72597,115078,58539,11506,1819351,31250.0,43086.0,125608.0,133029.0,75739.0,65562.0,36734597.0
324,366441,146351,182575,73303,80651,-888888888,321896,387455,171457,171457,25106.0,25106.0,146351,146351.0,146351.0,59846,17428,38185,84243,25620,4072,936036,26720.0,25991.0,61730.0,67484.0,50249.0,38550.0,16253003.0
325,3094858,1227325,1155593,626137,834441,-888888888,2590482,3142663,1435447,1435447,208122.0,208122.0,1227325,1227325.0,1227325.0,432831,163411,528892,478928,195600,40636,7749024,29343.0,231724.0,668969.0,672683.0,451071.0,248314.0,143153414.0
326,156839,67747,68604,35439,39189,-888888888,136985,168679,75293,75293,7546.0,7546.0,67747,67747.0,67747.0,22917,6824,23588,29748,9219,2721,439199,25851.0,9870.0,41130.0,36233.0,15150.0,9198.0,7011546.0
327,144357,56610,59368,36877,34937,-888888888,118421,151675,66700,66700,10090.0,10090.0,56610,56610.0,56610.0,20702,5086,15923,33998,7264,581,362847,26767.0,11254.0,35049.0,36851.0,13781.0,6042.0,5095749.0
328,119252,62854,20791,9257,84858,-888888888,120634,128754,72372,72372,35586.901162790695,9518.0,62854,62854.0,292610.1221590909,7883,2387,23313,43528,2611,240,382055,27373.0,9829.0,34205.0,36024.0,19542.0,16253.0,2524512.0
329,587239,245652,237355,134871,138598,-888888888,482530,602871,275164,275164,29512.0,29512.0,245652,245652.0,245652.0,92477,29208,72147,115526,46886,7742,1669796,27597.0,36932.0,129604.0,127941.0,65469.0,42234.0,34314738.0
330,226844,95364,83804,54854,61061,-888888888,184137,232594,105397,105397,10033.0,10033.0,95364,95364.0,95364.0,30434,8423,26083,41993,16450,5148,626110,31047.0,13195.0,52062.0,48102.0,29521.0,15175.0,10592903.0
331,355087,132980,149221,78695,79032,-888888888,300103,369811,145132,145132,12152.0,12152.0,132980,132980.0,132980.0,49761,18793,34255,46959,31335,9846,884947,33576.0,32557.0,63288.0,48004.0,54834.0,50353.0,30121068.0
332,107671,40130,42519,30309,23339,-888888888,83124,109264,42170,42170,35586.901162790695,32621.49738219895,40130,40130.0,292610.1221590909,12524,3031,8632,18384,8233,2731,257859,27209.0,11053.0,19209.0,25682.0,7827.0,5721.0,4739793.0
333,1010866,402323,411019,216294,271445,-888888888,847376,1039073,462778,462778,60455.0,60455.0,402323,402323.0,402323.0,151689,64765,127490,165021,79337,12992,2425274,27521.0,82016.0,162971.0,234566.0,129456.0,91482.0,41020726.0
334,977128,381588,388898,244804,213910,-888888888,775542,993928,434806,434806,53218.0,53218.0,381588,381588.0,381588.0,133682,44447,95925,202809,69263,14403,2524574,30010.0,67774.0,193541.0,218968.0,124689.0,58085.0,52592588.0
335,232484,87597,111108,51642,48730,-888888888,199699,244895,110843,110843,23246.0,23246.0,87597,87597.0,87597.0,31315,9993,26487,49397,19580,4087,622839,24119.0,16063.0,51052.0,46527.0,25138.0,17576.0,10662980.0
336,225242,77330,89911,56559,52104,-888888888,179671,230221,91101,91101,13771.0,13771.0,77330,77330.0,77330.0,25458,7226,18785,44193,15774,2261,514324,27242.0,20963.0,34354.0,52893.0,27357.0,15342.0,10272715.0
337,140186,53680,66077,32625,27854,-888888888,116534,145577,62704,62704,9024.0,9024.0,53680,53680.0,53680.0,25015,4736,13298,32603,10411,1078,347572,25338.0,13228.0,30192.0,27758.0,11199.0,7112.0,5070540.0
338,435952,152291,177152,99231,101130,-888888888,357799,446610,158815,158815,6524.0,6524.0,152291,152291.0,152291.0,56434,15632,33404,60292,38716,7360,903683,38942.0,33645.0,72214.0,117535.0,57916.0,27580.0,21854674.0
339,947926,308208,396403,207907,233253,-888888888,792616,980080,352582,352582,44374.0,44374.0,308208,308208.0,308208.0,137431,46942,93458,109755,57199,20897,1708035,36007.0,55984.0,175410.0,210213.0,157316.0,82465.0,61308794.0
340,278528,112800,105185,61141,77320,-888888888,236731,291410,139326,139326,26526.0,26526.0,112800,112800.0,112800.0,36881,14578,33565,60046,22685,6469,846749,29714.0,21009.0,68815.0,61656.0,28941.0,23033.0,11948778.0
341,6142408,2234559,2618853,1434315,1167157,-888888888,4975028,6251240,2374883,2374883,140324.0,140324.0,2234559,2234559.0,2234559.0,814784,321909,502768,705972,535283,238034,15297831,47121.0,370099.0,761856.0,935331.0,1115304.0,1085498.0,484614759.0
342,162882,68384,70850,37325,38910,-888888888,136796,169659,74416,74416,6032.0,6032.0,68384,68384.0,68384.0,20933,7184,20794,29265,12334,3721,455126,28475.0,8767.0,33619.0,34585.0,21933.0,10222.0,8628719.0
343,97577,34730,37428,25333,22648,-888888888,75935,99047,41067,41067,6337.0,6337.0,34730,34730.0,34730.0,10947,5279,11047,18921,5236,328,224795,26343.0,9539.0,20301.0,22176.0,9367.0,3911.0,4518323.0
344,139439,50034,60779,35304,31962,-888888888,119757,150972,56497,56497,6463.0,6463.0,50034,50034.0,50034.0,16264,6086,11540,27140,9549,842,348665,25321.0,21423.0,36875.0,27549.0,10088.0,6968.0,5906791.0
345,1657767,654475,730966,379532,359023,-888888888,1388930,1729114,721597,721597,67122.0,67122.0,654475,654475.0,654475.0,257608,52026,174364,287952,154730,38757,4445441,32545.0,92472.0,286563.0,398252.0,235032.0,148307.0,87871687.0
346,460709,139197,195726,142990,76689,-888888888,339624,465861,150217,150217,11020.0,11020.0,139197,139197.0,139197.0,57335,11387,38118,67818,26507,3524,799097,22649.0,79520.0,70194.0,81705.0,27845.0,15956.0,18270773.0
347,331369,132841,143044,74572,74868,-888888888,274284,340318,150185,150185,17344.0,17344.0,132841,132841.0,132841.0,43257,15624,37398,60300,26903,6980,919205,27863.0,17487.0,54604.0,70788.0,46159.0,29242.0,12622520.0
348,105667,40642,43363,25195,25626,-888888888,87441,110024,45644,45644,5002.0,5002.0,40642,40642.0,40642.0,13353,3368,12670,21128,6439,1257,264728,25615.0,9088.0,25803.0,23471.0,8710.0,5652.0,5475554.0
349,2107777,835092,846032,519451,451904,-888888888,1683577,2142419,917911,917911,82819.0,82819.0,835092,835092.0,835092.0,292182,92841,219283,347614,193911,48221,5680923,34200.0,112705.0,367139.0,434029.0,340486.0,197246.0,122027912.0
350,291148,98988,120111,84918,55545,-888888888,219810,296224,106032,106032,7044.0,7044.0,98988,98988.0,98988.0,32496,8092,19621,48394,22135,6029,647832,31294.0,28588.0,45996.0,60463.0,30465.0,20444.0,14590499.0
351,423995,152160,202279,120642,70989,-888888888,344042,451681,178904,178904,26744.0,26744.0,152160,152160.0,152160.0,66702,16570,33198,85352,38491,3015,962266,27505.0,27478.0,77051.0,109982.0,42478.0,21889.0,16795477.0
352,299590,125768,103677,58750,92231,-888888888,254161,306562,149268,149268,23500.0,23500.0,125768,125768.0,125768.0,33470,12586,41985,68637,19971,3944,875900,22940.0,29656.0,81007.0,65961.0,29997.0,17630.0,12372823.0
353,170477,69154,66477,31311,49420,-888888888,151260,178599,85431,85431,16277.0,16277.0,69154,69154.0,69154.0,22663,13640,21460,30969,13294,4235,498295,31758.0,12200.0,38701.0,37934.0,23342.0,17980.0,6404599.0
354,863311,344657,333834,182427,221865,-888888888,722018,882598,399186,399186,54529.0,54529.0,344657,344657.0,344657.0,107919,28153,105841,176612,65173,16599,2404579,26978.0,67671.0,187304.0,180945.0,104601.0,70780.0,39345127.0
355,80684,35139,28970,18632,21163,-888888888,65655,82366,39559,39559,35586.901162790695,4420.0,35139,35139.0,35139.0,11267,4189,9701,17610,6004,1257,240435,30864.0,7077.0,20242.0,17279.0,8514.0,4443.0,3869901.0
356,131388,56157,56827,27280,32628,-888888888,112374,136808,59352,59352,3195.0,32621.49738219895,56157,56157.0,56157.0,20281,6125,16441,20870,11082,3789,368199,30780.0,3775.0,24670.0,29475.0,19479.0,12093.0,7387781.0
357,480569,184357,195761,120290,98962,-888888888,381876,489364,211681,211681,27324.0,27324.0,184357,184357.0,184357.0,57686,16147,53189,109043,27940,3723,1172849,26056.0,51518.0,117865.0,74823.0,54709.0,23813.0,20064836.0
358,206252,81884,110485,47087,38700,-888888888,181588,222676,90200,90200,8316.0,8316.0,81884,81884.0,81884.0,35477,11443,19499,36311,17707,2703,540720,24547.0,10362.0,33269.0,37350.0,27397.0,18364.0,10338592.0
359,206571,80385,82837,51355,46031,-888888888,163760,209548,95671,95671,15286.0,15286.0,80385,80385.0,80385.0,26862,6892,24122,48245,13574,2182,545327,26206.0,18001.0,46716.0,44967.0,20604.0,9731.0,16435595.0
360,205705,90270,59429,35609,82568,-888888888,177746,209550,115269,115269,24999.0,24999.0,90270,90270.0,90270.0,26616,6331,38782,56100,11156,642,580326,23492.0,20798.0,55424.0,61519.0,15673.0,7353.0,4943977.0
361,694899,241171,263046,156486,185701,-888888888,570169,708009,299432,299432,58261.0,58261.0,241171,241171.0,241171.0,73224,25456,91168,123345,44773,8804,1665582,25816.0,73451.0,171703.0,149752.0,63259.0,33583.0,23982821.0
362,532563,202490,202684,127711,133044,-888888888,430023,543557,212243,212243,9753.0,9753.0,202490,202490.0,202490.0,66038,18801,45839,90100,43262,10470,1341660,31881.0,55463.0,124851.0,82041.0,65673.0,38742.0,26820073.0
363,460033,186832,211343,98645,105991,-888888888,395591,481893,203771,203771,16939.0,16939.0,186832,186832.0,186832.0,65471,21468,51339,83076,36096,8100,1237188,29695.0,19877.0,71590.0,112889.0,63847.0,42620.0,23609661.0
364,271899,75300,119263,90659,35638,-888888888,195021,275910,84466,84466,9166.0,9166.0,75300,75300.0,75300.0,29464,7531,21305,41315,9974,2655,447858,21503.0,52381.0,32814.0,37862.0,22514.0,7975.0,12074896.0
365,211752,80409,91541,52231,46611,-888888888,170868,217522,89060,89060,8651.0,8651.0,80409,80409.0,80409.0,31765,7623,24930,37968,14464,2507,470877,20430.0,27330.0,31650.0,36760.0,24246.0,14261.0,6733016.0
366,2205026,808605,910272,517629,455810,-888888888,1770261,2231647,913385,913385,104780.0,104780.0,808605,808605.0,808605.0,370321,103308,236616,318859,170289,45589,4830406,30872.0,216265.0,429391.0,508165.0,246720.0,129667.0,107500238.0
367,113654,48907,64287,21734,20838,-888888888,101645,121436,51068,51068,35586.901162790695,32621.49738219895,48907,48907.0,48907.0,23008,6206,12716,18178,9101,3244,300296,25752.0,2393.0,10665.0,18217.0,19217.0,20900.0,4503452.0
368,115616,44611,55313,29334,23692,-888888888,99063,125696,54668,54668,10057.0,10057.0,44611,44611.0,44611.0,19420,4959,11823,27955,7156,1070,293347,25976.0,9504.0,25409.0,27157.0,10435.0,8334.0,4627121.0
369,137372,54522,49841,32141,37774,-888888888,113314,141314,58010,58010,35586.901162790695,3488.0,54522,54522.0,54522.0,16007,5058,12347,28465,8616,2216,357327,29980.0,12047.0,44117.0,21426.0,13537.0,6619.0,5569868.0
370,61854,25267,21610,14114,19783,-888888888,50348,63018,28344,28344,35586.901162790695,3077.0,25267,25267.0,292610.1221590909,6855,2839,8888,9617,5063,1496,174549,28164.0,2774.0,15205.0,17164.0,6644.0,2559.0,2659400.0
371,104252,44897,39130,22257,26687,-888888888,87765,107679,50052,50052,35586.901162790695,5155.0,44897,44897.0,292610.1221590909,17309,5357,16155,19600,6184,1549,274047,30315.0,7776.0,26306.0,26960.0,10486.0,4347.0,4256656.0
372,498872,204420,222452,112946,102838,-888888888,415015,516697,222288,222288,17868.0,17868.0,204420,204420.0,204420.0,81546,22357,54085,91103,41415,10110,1323511,30183.0,32577.0,78730.0,99392.0,75070.0,55260.0,26402432.0
373,98896,41204,38849,23083,25327,-888888888,82411,102663,45192,45192,3988.0,3988.0,41204,41204.0,292610.1221590909,14401,3144,11352,21792,6909,1221,277562,24715.0,6207.0,27729.0,22664.0,6725.0,5182.0,7775161.0
374,318687,132621,149490,75834,65601,-888888888,265809,333964,140696,140696,8075.0,8075.0,132621,132621.0,132621.0,52352,19662,35617,49280,24147,8234,867092,31057.0,12645.0,45114.0,66373.0,54614.0,30107.0,17587029.0
375,726506,284383,297398,173545,158602,-888888888,586149,741357,328929,328929,44546.0,44546.0,284383,284383.0,284383.0,99308,25504,74893,160263,51250,8544,1892246,29860.0,49447.0,145915.0,155245.0,88784.0,58815.0,33228850.0
376,138081,43423,68480,43271,19325,-888888888,103060,141476,47047,47047,3624.0,3624.0,43423,43423.0,43423.0,15277,2953,10024,11044,11293,11198,329416,24659.0,4802.0,15955.0,24638.0,18101.0,9712.0,5367545.0
377,208947,76416,85024,53747,49543,-888888888,172700,219417,90808,90808,14392.0,14392.0,76416,76416.0,76416.0,25308,7868,21381,48060,10992,1474,509005,25916.0,22144.0,47802.0,49248.0,16823.0,8304.0,15562543.0
378,107503,43279,38606,25393,29096,-888888888,86221,108987,44959,44959,35586.901162790695,32621.49738219895,43279,43279.0,43279.0,13875,3956,9928,20217,7256,1785,259364,28381.0,7418.0,24975.0,30257.0,8720.0,4074.0,4710101.0
379,13101352,4354302,5640185,2887679,2609293,-888888888,10733285,13291486,4672663,4672663,318361.0,318361.0,4354302,4354302.0,4354302.0,2255530,826837,1380619,1341665,653222,178250,22991048,31070.0,1740111.0,1810764.0,2436574.0,2061593.0,1102732.0,937166561.0
380,1266685,507467,504434,288580,296074,-888888888,1041495,1296815,562814,562814,55347.0,55347.0,507467,507467.0,507467.0,168200,51688,149121,241511,85894,24924,3355137,30895.0,92201.0,261615.0,274821.0,164603.0,107465.0,63551470.0
381,307244,120125,149490,76993,57667,-888888888,250454,319995,135468,135468,15343.0,15343.0,120125,120125.0,120125.0,52004,17716,30058,62892,20007,1838,729055,25627.0,26188.0,50955.0,57400.0,36164.0,19250.0,13064236.0
382,252900,103276,101930,52145,68894,-888888888,219117,265405,117697,117697,14421.0,14421.0,103276,103276.0,103276.0,31675,6585,32012,56164,16777,5444,721410,26005.0,17628.0,56907.0,53636.0,30474.0,18754.0,9606241.0
383,217406,84705,87637,53940,52601,-888888888,179700,226680,101899,101899,17194.0,17194.0,84705,84705.0,84705.0,34631,9525,25694,45084,16489,3417,594982,25069.0,21677.0,48257.0,46631.0,20723.0,13832.0,10531290.0
384,149208,44484,63858,43123,30154,-888888888,119395,157672,50971,50971,6487.0,6487.0,44484,44484.0,44484.0,16065,2742,10159,23283,11059,1742,286152,23434.0,31178.0,23015.0,29917.0,10732.0,4559.0,6456568.0
385,645199,275594,289762,136760,135281,-888888888,539502,660422,290894,290894,15300.0,15300.0,275594,275594.0,275594.0,107519,38251,75520,108301,46559,12241,1703530,37985.0,23161.0,92147.0,125125.0,120130.0,82619.0,45140153.0
386,406805,161649,159203,84981,94446,-888888888,340143,415247,172044,172044,10395.0,10395.0,161649,161649.0,161649.0,54743,19540,50943,62843,28844,5814,1011309,36897.0,22477.0,76532.0,81573.0,70785.0,42538.0,25408664.0
387,87236,35912,55051,19434,14828,-888888888,80654,97980,41175,41175,5263.0,5263.0,35912,269341.0565552699,35912.0,17837,4597,9633,13503,7622,3098,235053,22569.0,2793.0,10623.0,15197.0,13369.0,9942.0,6277240.0
388,96132,39263,47679,20349,19920,-888888888,82972,101647,42424,42424,3161.0,3161.0,39263,39263.0,39263.0,13007,3985,10613,14242,9386,2884,264611,30036.0,4347.0,15506.0,21526.0,13955.0,6457.0,5346623.0
389,114034,48105,43118,25845,31379,-888888888,98254,121099,54173,54173,6068.0,6068.0,48105,48105.0,48105.0,16045,3770,13457,27912,6244,1555,327606,24499.0,11773.0,33960.0,24644.0,9920.0,5818.0,4355571.0
