GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39740,"Reading, PA (Metropolitan Statistical Area)",14714463,14905016,15145969,15372221,15649583,16496808,16488154,16490408,15904044,16322581,16610776,16668892,16808272,17373040,18152272,18280605,18076761,18529351,18832774
39820,"Redding, CA (Metropolitan Statistical Area)",6120497,6852538,7097930,7028327,6924177,7520253,7351383,6930603,6590477,6779161,6943081,6691760,6799024,6912875,7134059,7446374,7852040,7826545,8412829
39900,"Reno, NV (Metropolitan Statistical Area)",19754206,19927000,20524494,22177694,23245969,23629994,23233409,21918543,20454095,21463792,21110853,21360483,21092863,21380367,23061045,23975435,25378569,25048118,25810750
40060,"Richmond, VA (Metropolitan Statistical Area) *",60765176,59182301,60212783,60845201,64120964,64957785,65439366,64784926,63371019,64989620,66616995,67860274,69671202,70117545,73193055,74032363,75955781,77162083,78701911
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",101160508,106877781,115026146,124009023,132164152,140464239,141825804,136795149,127432825,128316045,131792356,132669480,137405833,143289193,151135822,155513808,160344031,164487230,171884061
40220,"Roanoke, VA (Metropolitan Statistical Area) *",13287348,13228413,13415306,13427845,14037799,14676105,15048971,14953464,14447422,14561951,14619053,14533322,14726237,14809559,15261870,14990605,14904718,15105971,15406542
40340,"Rochester, MN (Metropolitan Statistical Area)",7839271,8377062,9015949,9477517,9643627,9959186,9990786,10247138,10062490,10651471,10676524,10875353,11214489,11188118,11548992,11761879,12193399,12739532,12894428
40380,"Rochester, NY (Metropolitan Statistical Area)",50033905,50811787,51348971,51341749,51765973,53074586,53176099,53564971,53736769,55031028,53982341,54309629,53663208,52986326,54106567,54273582,54661139,55373998,56728386
40420,"Rockford, IL (Metropolitan Statistical Area)",12858509,13091261,13370048,13706319,13984936,14803020,14991966,14762359,13527253,13745496,14192579,14197542,13911110,14121880,14222323,14212943,14457476,14921756,14843014
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",6014101,5915489,5989166,6001378,6082811,6388730,6419847,6379687,7525386,6938613,6406357,5579311,5629221,7003130,8354872,8669130,8200043,8127558,6590559
40660,"Rome, GA (Metropolitan Statistical Area)",4104522,3651203,3683111,3841238,3735638,3842306,3884835,3865650,3738030,3749823,3756045,3681073,3600610,3725579,3865314,3971725,3880083,3881638,3960973
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",87561611,91040740,96652840,100732004,106092520,109281687,109809578,109000155,104266817,101991632,103745146,104794885,108140212,111615293,116822759,119486229,123124799,127055984,132501716
40980,"Saginaw, MI (Metropolitan Statistical Area)",7677764,7860746,8203407,8059056,8142972,8062869,7858384,7331328,6859122,7329964,7437272,7397354,7475923,7350936,7402301,7573411,7460995,7641622,7665760
41060,"St. Cloud, MN (Metropolitan Statistical Area)",7281331,7500856,7565271,7903878,7997791,8208349,8205686,8371014,8123508,8194200,8435084,8424716,8661749,9067680,9254229,9527857,9711191,9818069,9822433
41100,"St. George, UT (Metropolitan Statistical Area)",2564984,2696876,2893275,3152817,3498600,3914134,4048759,3875773,3520201,3488706,3518358,3656205,3902266,4098110,4343393,4695377,5192999,5550054,5622666
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",4352365,4463066,4539693,4790289,4774491,4942590,5014109,5181122,5082560,5108220,5118292,5485859,5604062,5395159,5232644,5257150,5427546,5510648,5625808
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",131941776,133752668,137841071,140063900,142188972,141644436,142226768,146238988,142691345,144856879,144509006,145745589,144482490,144257679,146348193,146023666,147957531,150857645,152402085
41420,"Salem, OR (Metropolitan Statistical Area)",11615593,11757474,12098268,12248164,12762769,13924683,13747068,13841395,13231446,13249092,13097060,13042896,13218832,13580661,14429597,15196295,15912286,16772148,17248983
41500,"Salinas, CA (Metropolitan Statistical Area)",20892363,22161647,22253714,20131783,20668332,22729488,21790738,21260421,22536558,21872046,20720752,21344927,22703830,23311023,25382242,26037608,26213769,26821031,27581259
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",14544599,14218058,14612919,15443163,16458422,17173785,17309050,17163813,16842958,16417220,16264918,16561893,17291171,18358688,19996591,19589888,19246949,19666209,20314226
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",50987860,52013811,52551467,55614671,58792347,63094766,66161244,65111665,63199062,64807283,67666834,69285847,70426257,72476710,75298619,78243444,80547958,85198816,88155402
41660,"San Angelo, TX (Metropolitan Statistical Area)",4305979,4256491,4135197,4141351,4211877,4395078,4525436,4700856,4890584,5163686,5445924,6080984,6762855,7371112,7556107,7196655,7243409,7559617,7882108
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",66755517,68951931,71810630,74264660,76672391,80634073,83262728,84299217,82631928,85718321,89447403,91695966,95256964,100317744,106395801,107936312,108684400,113554864,115621292
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",144584889,151098666,159728402,169143307,178151400,181854470,184345597,181694196,172794945,174419306,177990381,180309903,187349509,193818332,201166675,204667390,211115497,217509581,222272562
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",309091867,304321267,309932517,315457037,329665606,338159146,339128333,354036195,337953496,337490277,339658529,366308515,381121690,406459737,431327205,457517341,491152028,511920423,531247412
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",117252885,112250902,118848224,123948626,131700602,141664806,154535609,162559049,159286342,173299778,186677147,193278097,211304725,227332077,249529273,265882144,284620833,306242907,320444051
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",10976338,12177915,12523240,12633830,13073861,13724468,13689721,12776780,12496039,13071951,13373144,13751028,14249445,14505249,15358431,15632220,15842274,16352453,16660813
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",10971891,10976045,11167165,11030608,11044361,11504170,11461140,11332172,11455862,12273882,12121553,11944124,12323410,12743780,13012499,13209421,13387600,13837794,14407444
42140,"Santa Fe, NM (Metropolitan Statistical Area)",5516766,6190932,5639510,5710784,5917150,6093853,6372354,6605489,6089874,6080182,5969181,5903877,5882309,5805799,5838437,5808812,5768951,5864721,5977058
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",18035844,18831803,19679738,20439843,21365990,22146661,22453745,22437077,22724222,22490976,22727621,23165737,23615305,24338970,25817818,25972309,26806462,27671513,28411698
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",20730891,21666201,21682593,21714224,22109493,23029225,23293413,22769518,21765486,22174317,22641678,22862641,23576897,24669485,25919499,26506846,27304379,28320010,29064200
42340,"Savannah, GA (Metropolitan Statistical Area)",12387165,12611161,12963118,13678403,14509313,15394323,15613514,15382049,15154579,15457892,15744503,16211868,16429870,17169278,17816334,18263688,18751747,19364843,19536168
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",20345350,20260771,20661374,21142052,21375569,21992526,22496539,22920077,22738565,23317782,23493173,23496999,23673389,24190924,24893316,25237562,25440472,25843112,26499156
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",199790573,200394612,203309362,207300441,221586866,230088401,246611283,250274029,242185404,247946435,256142991,268999178,278715596,290986499,306168816,318442412,337742165,364163878,382630156
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",3849873,4051613,4311194,4559910,4954978,5184757,5156007,4986567,4651897,4468002,4458738,4519304,4604320,4825340,5100038,5391629,5566614,5735179,5966999
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",1891663,2042495,2105494,2234596,2398758,2762976,2727242,2569464,2519508,2440756,2358508,2382738,2281596,2289516,2345183,2400380,2449977,2456909,2626612
43100,"Sheboygan, WI (Metropolitan Statistical Area)",5579476,5687673,5826668,6199197,6033613,6102198,6167715,6087778,5772727,5910833,5889052,6032911,6018563,6107540,6265239,6466827,6583284,6687709,6735140
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",3071688,3136721,3208303,3413514,3418533,3699029,3721832,3787180,3793865,3854354,4070958,4184566,4213835,4279418,4411786,4454424,4587022,4797618,4866248
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",15378604,15493534,16082077,16884041,17818467,18408768,16978977,17160525,19936901,20970545,22019858,20814174,19306020,19221063,19877079,19741410,20531412,20954042,21555113
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3367319,3419666,3672420,3798579,4048429,4277426,4541320,4558533,4569102,4714904,4690533,4472156,4352412,4249049,4325374,4436734,4371673,4416290,4589330
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",7633018,6887997,6749738,7157616,7428408,7613848,7775221,8184287,7675869,7854933,7520690,7198836,7098891,7032501,7371764,7435244,7314162,7588542,7680637
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",8997424,10499880,10446021,12224962,13078047,14225012,14521271,14817618,15208531,14855878,15819901,17051567,16462640,17109273,17371002,17520286,17567562,18055887,18366725
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",11580992,11930699,12484724,12808487,12814342,13124599,13195707,12749599,11521903,12124558,12202664,12309878,12400514,12910802,13107306,13101895,13226525,13686478,14031579
43900,"Spartanburg, SC (Metropolitan Statistical Area)",9850418,10168912,10634078,11259890,11617385,12285633,12161184,11946594,10889523,11389496,11553870,11286021,11474263,11639935,12110066,12834928,13701939,14141191,14674876
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",17424857,17400479,17832988,18446178,19330978,20368099,21273588,21577653,20870141,20875428,20956893,21097718,21529862,22015186,22409975,23100649,24174971,25754206,26873440
44100,"Springfield, IL (Metropolitan Statistical Area)",9842694,10040678,9817335,9852262,9808953,10084401,10116659,10079913,10107645,10337149,10379605,10161515,10146305,10325914,10330356,10318824,10457735,10860466,10944405
44140,"Springfield, MA (Metropolitan Statistical Area)",26176207,26528990,27141860,27398013,27377817,27567998,27478306,27679681,27109305,27804826,28382174,28739732,28701018,29024425,29779029,29968345,30361397,30723387,31177450
44180,"Springfield, MO (Metropolitan Statistical Area)",13902534,14272686,14910331,15580709,16282897,16435566,16508378,16764366,16311467,16209498,16084652,16220689,16118214,16603332,17151430,17194570,17429500,17945788,18067838
44220,"Springfield, OH (Metropolitan Statistical Area)",4306876,4360263,4306425,4465878,4450046,4618453,4354120,4233080,4022639,4076943,4178021,4135322,4164168,4207128,4210928,4191096,4215633,4293412,4327627
44300,"State College, PA (Metropolitan Statistical Area)",5436279,5590144,5724449,5988876,6330481,6310523,6412211,6604328,6627656,6876098,7085376,7223886,7339427,7417415,7528598,7725985,7912147,7899910,7982602
44420,"Staunton, VA (Metropolitan Statistical Area) *",4493720,4259783,4183813,4458199,4648280,4751688,4837375,4846670,4949856,5032581,4883524,4675460,4709668,4719265,4707396,4668642,4699754,4766582,4848087
44700,"Stockton, CA (Metropolitan Statistical Area)",20787922,21804825,22879848,24006724,25238598,25684661,25403290,24548756,23842133,23299266,23152268,23489838,24336729,25316736,26893402,27434164,28468464,29553515,30486439
44940,"Sumter, SC (Metropolitan Statistical Area)",3608386,3653896,3784868,3879055,3918152,4113484,4167763,4058452,3941490,4048287,4087607,4249720,4288302,4133142,4151574,4146907,4342075,4436732,4575176
45060,"Syracuse, NY (Metropolitan Statistical Area)",29365008,29630676,30448602,31071514,31678687,32273954,32861221,32604057,32766013,33825738,33366264,34299459,34783757,35083428,35830995,35550950,36077682,36734597,37721126
45220,"Tallahassee, FL (Metropolitan Statistical Area)",13848705,14169368,14394609,14808517,14830736,15462049,15959918,15605090,15209664,15026409,14891994,14911357,14671422,14895343,15087559,15410862,15876235,16253003,16622281
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",100196120,104364586,109167488,115580632,121957795,126188230,126550907,122797610,118568919,119282395,119400692,120987348,122962440,125090186,130614894,134637362,137800027,143153414,148372290
45460,"Terre Haute, IN (Metropolitan Statistical Area)",6240785,6434251,6708525,6838097,6806936,6980667,7097727,7145040,6813861,7125852,7154229,6991321,7741962,7704290,7282704,7172606,7046392,7011546,7105410
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",4561616,4671667,4691548,4864312,4983593,5272495,5316441,5429421,5287855,5323522,5352974,5325952,5076479,4991279,5052810,5070394,5055839,5095749,5141651
45540,"The Villages, FL (Metropolitan Statistical Area)",935988,1022749,1186426,1234584,1431880,1687876,1821936,1791330,1735666,1793323,1897719,2009623,2126028,2153501,2209969,2244615,2363571,2524512,2690053
45780,"Toledo, OH (Metropolitan Statistical Area)",31564783,32007969,32287536,32554655,33330571,33748339,33261952,31779020,30689344,31654949,32710300,31748009,32549977,34680050,33054246,33073031,33167141,34314738,34905301
45820,"Topeka, KS (Metropolitan Statistical Area)",9183351,9264774,9279652,9453443,9345469,9093671,9486119,9682418,9559811,9556995,9846882,9970621,9774017,9949396,10093356,10266805,10365265,10592903,10561238
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",24556308,25301458,25829901,26125951,26463561,26760956,26408381,27511630,26480819,26692741,26782089,28353358,28495479,28141012,28693758,29707159,29666666,30121068,31467636
46060,"Tucson, AZ (Metropolitan Statistical Area)",31683814,31630359,33579746,33289548,35119114,36453124,37913712,37892040,35482608,36204558,36126857,36578145,36237429,36439962,36442529,37819839,39683124,41020726,42169490
46140,"Tulsa, OK (Metropolitan Statistical Area)",38067902,38032424,37443810,38473325,40674059,44705956,44728824,46091117,43562626,42767444,45171620,47439656,48197573,51536561,52816976,49663652,50634655,52592588,54232223
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",8237424,8700289,9169819,9807788,10264757,10351298,10821432,10324517,9502751,9827234,10651950,10188737,10473764,10168012,9921561,10068203,10392130,10662980,11045590
46300,"Twin Falls, ID (Metropolitan Statistical Area)",2988867,3035098,3053635,3219003,3387388,3609363,3801769,3756822,3405490,3611343,3577613,3736750,3914550,4135002,4259482,4489454,4567355,4739793,4901480
46340,"Tyler, TX (Metropolitan Statistical Area)",7380553,7393916,7543700,8422640,8814131,9367054,9376684,9304077,9169956,9406223,9451926,9654753,9741450,9717309,9907081,9981950,9895124,10272715,10389548
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",42666025,43808225,45639197,48381469,50438884,51285446,51936003,52916974,51888193,53259969,54035469,54967212,55590914,55741659,58503267,59331111,60742942,61308794,61094332
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",10021915,10255487,10367795,10468813,10530427,11187652,11385717,11306101,11358104,11614191,11540472,11606861,11517615,11370648,11306433,11466827,11655446,11948778,12526089
46660,"Valdosta, GA (Metropolitan Statistical Area)",3979510,4148216,4304665,4339775,4510923,4669768,4696295,4771002,4703358,4724787,4668872,4691076,4673151,4675792,4745018,4809637,4922952,5070540,5171514
46700,"Vallejo, CA (Metropolitan Statistical Area)",14662381,15109887,16504781,16701098,17197619,17363972,17830865,19249363,18276464,18277638,17722022,19183562,20300857,20669380,20979960,21471282,21428966,21854674,22637944
47020,"Victoria, TX (Metropolitan Statistical Area)",4317978,4246893,4286819,4510252,4761910,5156822,4920400,4775627,4404483,4470714,4584032,4891307,5011921,5052471,4682217,4307516,4296722,4518323,4508276
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",5390370,5480261,5801630,6041821,6154952,6242128,6101907,6193529,6061741,5984725,5859366,5880083,5888044,5868308,5968409,6064940,5912772,5906791,6007622
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",72929939,74170481,77557961,81272028,84762350,85470492,86244301,85850170,85064806,85135219,84960574,84115453,84503277,83830223,86339963,86058507,86528937,87871687,89523156
47300,"Visalia, CA (Metropolitan Statistical Area)",11388449,10717341,11413656,12644980,14000139,13869998,15259474,14407231,13104361,14181048,14732520,13982245,14423097,16238225,16392798,17361923,18223241,18270773,19350581
47380,"Waco, TX (Metropolitan Statistical Area)",7903895,8035754,8348555,8623091,8717056,9108385,9189309,9154966,9080020,9237270,9404274,9849827,10716426,11140695,10914755,11124482,11512863,11883657,11859598
47460,"Walla Walla, WA (Metropolitan Statistical Area)",2440494,2279868,2366742,2297601,2375921,2707856,2586273,2654540,2728642,2684475,2808425,2766343,2733533,2796708,3018011,3222459,3336211,3425600,3513539
47580,"Warner Robins, GA (Metropolitan Statistical Area)",5299535,5507660,5682820,5851754,6038189,6352180,6415518,6400565,6367914,6439349,6526249,6510296,6423855,6434353,6492443,6573154,6745851,6959115,7213365
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",332430239,344821233,358156625,381067258,400319898,401225892,405859567,414855423,415637166,432841197,441527971,444839905,442708544,447670784,456753170,468368526,476309921,484614759,492129890
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",6497363,6804841,6770303,7668167,7937887,7879605,8106685,7898021,7958332,8465960,8385167,10035380,8852694,9854494,9261286,8367320,8308430,8628719,8535622
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",4478828,4502990,4683754,4932365,5434407,5985459,6052676,6325312,6465427,6765291,6894408,6664815,6507579,6348259,6116267,5909765,5827344,5851168,5873301
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",6681377,6850414,7139523,7443051,7704049,7876715,7895882,7753542,7439047,7580031,7876928,7997453,8060373,8418771,8617594,8872997,8949145,9299963,9467141
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",5328705,5592010,5434273,5200083,5209461,4962571,5138370,5540368,5068736,5061037,4912909,4939398,5560828,6217161,6757328,5399949,5818863,6113014,6918920
48300,"Wenatchee, WA (Metropolitan Statistical Area)",3977110,4396038,4367234,4383957,4123483,4654747,4685812,4572685,4589145,4808883,5309607,5311567,5226924,5233001,5587881,5752478,5999018,6069900,6097539
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",6027469,6075415,6135456,6135235,6252478,6301337,6389824,6534093,6380996,6441127,6474402,6446153,7139179,8276610,9780883,10857247,12120943,12218102,12249099
48620,"Wichita, KS (Metropolitan Statistical Area)",25922674,25666295,25252601,25185689,25323859,27925154,29755588,29712439,26534210,27718323,28415671,28346271,26663983,28293630,29885770,32387711,32960765,33494536,33975620
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",5397064,5481646,5407597,5352634,5312547,5703858,5707984,5767874,5735049,5723119,5681223,5914121,5872088,5817256,5726727,5799610,5844182,5954367,6154192
48700,"Williamsport, PA (Metropolitan Statistical Area)",4093454,4016557,4133915,4253695,4335140,4394805,4402862,4397181,4418028,4746829,5285931,5769384,6020686,6569408,6522879,6405208,6448338,6355190,6441988
48900,"Wilmington, NC (Metropolitan Statistical Area)",8705533,8919005,9180540,9474048,10195839,10771110,11291335,11429193,10915208,11135521,11193265,10514853,11112490,11598907,11777654,12229410,12288797,12828556,13276112
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",4727858,4804615,4911969,5084911,5443391,5651124,5580952,5366532,5483226,5647271,5665029,5655567,5749554,5787956,5903980,5908283,5997542,6131093,6269888
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",26880255,26785017,27531702,28647929,29101958,30233431,29722955,30611871,29530291,29487704,28199998,28299074,28675867,29254407,29403181,29555334,30010351,30228237,30879321
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",34311744,35346712,36725613,37200961,37465043,39142283,39464806,39566417,38308648,39897723,41338159,41607156,41890342,42039714,42961697,43387842,43960787,44662471,45527976
49420,"Yakima, WA (Metropolitan Statistical Area)",6864846,7181145,7457542,7744705,7936105,8236077,8803274,8583493,8401217,8718714,8722629,8748434,8713924,9330272,9370172,9839521,10157944,10698626,11038340
49620,"York-Hanover, PA (Metropolitan Statistical Area)",14755589,15019561,15650711,16636084,17518648,17313706,18128398,18837596,17752677,18047327,18047654,17655197,17788598,17833767,18153226,18397467,18696329,18912943,19163414
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",20336609,20998064,21157218,21637665,21988123,22141009,21648206,21022346,18952862,19603939,20335550,19931198,19926406,19831313,19751265,19567041,19148401,19455070,19794756
49700,"Yuba City, CA (Metropolitan Statistical Area)",4603849,5289948,5442870,5533023,5468751,5970177,5973591,6307168,6543540,6239352,6085752,5856189,6104370,5923456,6126829,6304593,6503226,6709322,7108720
49740,"Yuma, AZ (Metropolitan Statistical Area)",4838568,5572259,5431396,5962603,6394328,6829806,7206659,6661941,6365683,6633463,6479541,6016301,6322879,6231556,6713908,7133568,7404630,7565775,7926771
